id,tokens,ner_tags
10,"['Kedua', 'helikopter', 'tersebut', ',', 'masing', '-', 'masing', 'membawa', 'dua', 'orang', ',', 'adalah', 'helikopter', 'latih', 'yang', 'disebut', 'Squirrel', 'dan', 'digunakan', 'untuk', 'melatih', 'pilot', 'di', 'RAF', ',', 'Angkatan', 'Darat', 'dan', 'Angkatan', 'Laut', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-QUANTITY', 'I-QUANTITY', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORGANIZATION', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
11,"['Sebagai', 'contoh', ',', 'ketika', 'bertamu', 'ke', 'rumah', 'orang', ',', 'seringkali', 'yang', 'ditanyakan', 'terlebih', 'dulu', 'oleh', 'tuan', 'rumah', 'adalah', '""', 'sudah', 'makan', 'atau', 'belum', '""', 'atau', 'ajakan', '""', 'ayo', 'makan', 'dulu', '""', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
12,"['Dalam', 'empat', 'bulan', 'terakhir', ',', 'nama', 'Kalla', 'sering', 'disebut', 'akan', 'didaulat', 'beberapa', 'partai', 'menjadi', 'calon', 'presiden', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'B-PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
13,"['Tugu', 'ini', 'berupa', 'patung', 'Alex', 'dan', 'Frans', 'serta', 'serta', 'bangunan', 'rumah', 'adat', 'Minahasa', 'berbentuk', 'panggung', 'berbahan', 'kayu', '.']","['O', 'O', 'O', 'O', 'B-PERSON', 'O', 'B-PERSON', 'O', 'O', 'O', 'O', 'O', 'B-LOCATION', 'O', 'O', 'O', 'O', 'O']"
14,"['""', 'Apapun', 'yang', 'diputuskan', 'oleh', 'Presiden', 'Joko', 'Widodo', 'harus', 'didukung', 'penuh', 'dengan', 'iklas', 'dan', 'bertanggung', 'jawab', 'oleh', 'semua', 'kader', ',', '""', 'ujarnya', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'B-PERSON', 'I-PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
15,"['""', 'Poin', 'kita', ',', 'Pak', 'Hasto', 'buat', 'pernyataan', 'yang', 'bisa', 'ditengarai', 'merusak', 'instirusi', 'KPK', 'yang', 'sangat', 'kia', 'percaya', '.', 'Sementara', 'ketua', 'KPK', 'bilang', 'itu', 'fitnah', ',', 'supaya', 'nggak', 'ada', 'dusta', 'diantara', 'kita', 'dan', 'supaya', 'rakyat', 'nggak', 'ambil', 'kesimpulan', ',', 'maka', 'komisi', 'tiga', 'memandang', 'penting', 'mengundang', 'hasto', 'supaya', 'menyampaikan', 'ini', '.', 'Walaupun', 'lembaga', 'survei', 'mengatakan', ',', 'DPR', 'masuk', 'dalam', 'lembaga', 'yang', 'palingg', 'korup', ',', '""', 'ujar', 'Benny', 'dalam', 'rapat', ',', 'Jakarta', ',', 'Rabu', '(', '4/2/2015', ')', '.']","['O', 'O', 'O', 'O', 'B-PERSON', 'I-PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PERSON', 'O', 'O', 'O', 'B-TIME', 'I-TIME', 'I-TIME', 'I-TIME', 'I-TIME', 'I-TIME', 'O']"
16,"['Menurut', 'dia', ',', 'hanya', 'lembaga', 'hukum', 'yang', 'bisa', 'menahan', 'kepergiannya', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
17,"['""', 'Kita', 'imbau', 'mulai', 'kita', 'biasakan', ',', 'masyarakat', 'yang', 'memiliki', 'kemampuan', 'ekonomi', 'lebih', 'bagus', 'kita', 'dorong', 'untuk', 'menggunakan', 'non', 'PSO', '(', 'BBM', 'non', 'subsidi', ')', ',', 'kita', 'minta', 'kesadaran', 'ini', 'untuk', 'membantu', 'pemerintah', 'dalam', 'rangka', 'menekan', 'subsidi', 'energi', ',', '""', 'kata', 'Direktur', 'Pemasaran', 'dan', 'Niaga', 'Pertamina', 'Hanung', 'Budya', 'jelang', 'Raker', 'dengan', 'Komisi', 'VII', 'di', 'Gedung', 'DPR', '-', 'RI', ',', 'Senin', '(', '25/8/2014', ')', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORGANIZATION', 'B-LOCATION', 'I-LOCATION', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOCATION', 'I-LOCATION', 'I-LOCATION', 'I-LOCATION', 'O', 'B-TIME', 'I-TIME', 'I-TIME', 'I-TIME', 'O']"
18,"['Oleh', 'karena', 'ini', 'memang', 'kita', 'tidak', 'perlu', 'mencemaskan', 'penyebaran', 'virus', 'ebola', 'ini', 'di', 'Indonesia', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOCATION', 'O']"
19,"['""', 'Hewan', 'ini', 'termasuk', 'unik', ',', '""', 'kata', 'wanita', 'yang', 'bekerja', 'di', 'bagian', 'Pengolahan', 'Hasil', 'Peternakan', 'Dinas', 'Pertanian', 'dan', 'Peternakan', 'Kabupaten', 'Kutai', 'Timur', 'ini', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOCATION', 'I-LOCATION', 'O', 'O']"
20,"['Kendati', 'demikian', ',', 'Teguh', 'menambahkan', 'kandidat', 'kuat', 'calon', 'presiden', 'di', 'tahun', '2014', 'mendatang', 'masih', 'berasal', 'dari', 'Ketua', 'Umum', 'Partai', '.']","['O', 'O', 'O', 'B-PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
21,"['Terdata', 'juga', '42', 'titik', 'konflik', 'sosial', 'dan', 'Indonesia', 'berada', 'pada', 'jalur', 'cincin', 'api', 'yang', 'rawan', 'bencana', 'alam', 'tektonik', 'atau', 'vulkanik', '.']","['O', 'O', 'B-QUANTITY', 'I-QUANTITY', 'I-QUANTITY', 'I-QUANTITY', 'O', 'B-LOCATION', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
22,"['""', 'Seperti', 'di', 'Qatar', ',', 'mereka', 'berani', 'bayar', 'perawat', 'kita', 'hingga', 'Rp40', '-', '50', 'juta', 'perbulan', 'tapi', 'kita', 'perketat', 'juga', 'karena', 'kebutuhan', 'dalam', 'negeri', 'kita', 'juga', 'kurang', ',', '""', 'ujarnya', '.']","['O', 'O', 'O', 'B-LOCATION', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-QUANTITY', 'I-QUANTITY', 'I-QUANTITY', 'I-QUANTITY', 'I-QUANTITY', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
23,"['Di', 'tangan', 'mahasiswa', 'Fakultas', 'kedokteran', 'Hewan', 'Universitas', 'Gajah', 'Mada', ',', 'limbah', 'darah', 'tersebut', 'dapat', 'disulap', 'menjadi', 'obat', 'luka', 'bakar', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
24,"['Partai', 'Golongan', 'Karya', 'hanya', 'diangap', 'berpura', '-', 'pura', 'menolak', 'kenaikan', 'harga', 'bahan', 'bakar', 'minyak', '(', 'BBM', ')', 'dalam', 'rangkaian', 'pembahasan', 'usulan', 'kenaikan', 'bahan', 'bakar', 'minyak', 'di', 'Dewan', 'Perwakilan', 'Rakyat', ',', 'pekan', 'lalu', '.']","['B-ORGANIZATION', 'I-ORGANIZATION', 'I-ORGANIZATION', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORGANIZATION', 'I-ORGANIZATION', 'I-ORGANIZATION', 'O', 'O', 'O', 'O']"
25,"['Ruhut', 'melihat', 'justru', 'kinerja', 'Jokowi', 'sebagai', 'Gubernur', 'DKI', 'Jakarta', 'masih', 'berantakan', '.']","['O', 'O', 'O', 'O', 'B-PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
26,"['Ia', 'mengatakan', 'dampak', 'positif', 'kenaikan', 'harga', 'BBM', 'subsidi', 'antara', 'lain', 'konsumsi', 'BBM', 'subsidi', 'akan', 'berkurang', ',', 'anggaran', 'subsidi', 'mengecil', ',', 'sehingga', 'pemerintah', 'punya', 'banyak', 'anggaran', 'untuk', 'membangun', 'infrastruktur', ',', 'atau', 'memberikan', 'pendidikan', 'gratis', ',', 'kesehatan', 'gratis', ',', 'dan', 'lainnya', 'untuk', 'masyarakat', 'miskin', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
27,"['Rodney', 'Lyle', 'Petersen', '(', '30', ')', 'mengaku', 'bersalah', 'di', 'Pengadilan', 'Daerah', 'Victoria', 'atas', '50', 'pencurian', ',', 'kata', 'kantor', 'berita', 'AAP', '.']","['B-PERSON', 'I-PERSON', 'I-PERSON', 'O', 'B-QUANTITY', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-QUANTITY', 'I-QUANTITY', 'O', 'O', 'O', 'O', 'B-ORGANIZATION', 'O']"
28,"['Menurut', 'Shalicar', ',', 'serangan', 'udara', 'yang', 'menewaskan', 'Ghul', 'tersebut', 'ditargetkan', 'ke', 'sebuah', 'mobil', 'di', 'Gaza', 'City', 'yang', 'ditumpangi', 'Ghul', '.']","['O', 'B-PERSON', 'O', 'O', 'O', 'O', 'O', 'B-PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOCATION', 'I-LOCATION', 'O', 'O', 'B-PERSON', 'O']"
29,"['Namun', ',', 'NASA', 'butuh', 'bantuan', 'banyak', 'kalangan', 'untuk', 'memilah', 'katalog', 'berisi', '1,8', 'juta', 'foto', '.']","['O', 'O', 'B-ORGANIZATION', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-QUANTITY', 'I-QUANTITY', 'I-QUANTITY', 'O']"
30,"['Perundingan', 'di', 'Kairo', 'itu', 'bertujuan', 'untuk', 'menjamin', 'tercapainya', 'satu', 'kesepakatan', 'kekal', 'untuk', 'membuka', 'jalan', 'bagi', 'bantuan', 'rekonstruksi', 'masuk', 'ke', 'wilayah', 'Gaza', 'yang', 'berpenduduk', '1,8', 'juta', 'jiwa', ',', 'tempat', 'ribuan', 'rumah', 'hancur', '.']","['O', 'O', 'B-LOCATION', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOCATION', 'I-LOCATION', 'O', 'O', 'B-QUANTITY', 'I-QUANTITY', 'I-QUANTITY', 'O', 'O', 'O', 'O', 'O', 'O']"
31,"['Yoseph', 'Kaburuan', ',', 'pelatih', 'BEI', ',', 'menerangkan', ',', 'banyak', 'masyarakat', 'sering', 'salah', 'persepsi', 'tentang', 'pasar', 'modal', '.']","['B-PERSON', 'I-PERSON', 'O', 'O', 'B-ORGANIZATION', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
32,"['Saat', 'itu', 'mereka', 'tengah', 'melakukan', 'kuliah', 'lapangan', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
33,"['Berat', 'total', 'seluruh', 'robot', 'tidak', 'boleh', 'melebihi', '50', 'kilogram', 'dan', 'batas', 'tegangan', 'catudaya', 'tidak', 'melebihi', '24', 'volt', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-QUANTITY', 'I-QUANTITY', 'O', 'O', 'O', 'O', 'O', 'O', 'B-QUANTITY', 'I-QUANTITY', 'O']"
34,"['Setelah', 'menyaksikan', 'langsung', 'limbah', 'darah', 'yang', 'dibuang', ',', 'terbersit', 'ide', 'untuk', 'memanfatkan', 'limbah', 'darah', 'tersebut', 'sekaligus', 'mengurangi', 'pencemaran', 'lingkungan', 'di', 'sekitar', 'RPH', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
35,"['Senada', 'dengan', 'yang', 'dikatakan', 'Erly', ',', 'dokter', 'hewan', 'Cut', 'Meutia', 'mengungkapkan', ',', 'hewan', 'itu', 'termasuk', 'jenis', 'tikus', 'raksasa', 'yang', 'sudah', 'jarang', 'ditemukan', ',', 'bahkan', 'salah', 'satu', 'hewan', 'langka', 'di', 'dunia', '.']","['O', 'O', 'O', 'O', 'B-PERSON', 'O', 'O', 'O', 'B-PERSON', 'I-PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
36,"['Kepala', 'BEI', 'Medan', ',', 'Muhammad', 'Pintor', ',', 'menyampaikan', ',', 'untuk', 'level', 'II', 'akan', 'berlanjut', 'pada', 'September', '2014', '.']","['O', 'B-ORGANIZATION', 'B-LOCATION', 'O', 'B-PERSON', 'I-PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-TIME', 'I-TIME', 'O']"
37,"['Badai', 'itu', 'bergerak', 'ke', 'arah', 'baratlaut', 'dengan', 'kecepatan', '15', 'kilometer', 'per', 'jam', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-QUANTITY', 'I-QUANTITY', 'I-QUANTITY', 'I-QUANTITY', 'O']"
38,"['Hasil', 'tahun', 'lalu', 'telah', 'diulang', 'untuk', 'mematuhi', 'peraturan', 'pemerintah', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
39,"['Menurut', 'dia', ',', 'hasil', 'Muktamar', 'menyatakan', 'PPP', 'siap', 'untuk', 'mendukung', 'pemerintahan', 'Jokowi', '-', 'JK', 'untuk', 'periode', '2014', '-', '2019', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'B-ORGANIZATION', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-TIME', 'I-TIME', 'I-TIME', 'O']"
40,"['Senin', 'lalu', ',', 'melalui', 'keputusan', 'Dewan', 'Kehormatan', 'Demokrat', ',', 'Nazaruddin', 'dicopot', 'dari', 'jabatan', 'strukturalnya', 'di', 'partai', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
41,"['Penggunaan', 'Marriot', 'terhadap', 'produk', 'telur', 'ini', 'belum', 'bisa', 'diketahui', ',', 'dan', 'pihak', 'Marriot', 'pun', 'belum', 'bisa', 'dihubungi', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORGANIZATION', 'O', 'O', 'O', 'O', 'O']"
42,"['Salah', 'satunya', 'sektor', 'wisata', 'bahari', 'sebagai', 'kawasan', 'konservasi', 'perairan', 'dimana', 'tata', 'ruang', 'laut', 'diatur', 'melalui', 'sistem', 'zonasi', ',', '""', 'katanya', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
43,"['Ia', 'mengatakan', 'pihaknya', 'pun', 'sangat', 'mendukung', 'penuh', 'aturan', 'KPU', 'yang', 'menyatakan', 'jika', 'partai', 'politik', 'wajib', 'melaporkan', 'dana', 'kampanye', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORGANIZATION', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
44,"['Keluarganya', 'melaporkannya', 'telah', 'hilang', 'setelah', 'ia', 'tidak', 'memberi', 'kabar', 'kepada', 'keluarganya', ',', 'disebutkan', 'surat', 'kabar', 'itu', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
45,"['Firman', 'meyakini', 'ada', 'perbuatan', 'melawan', 'hukum', 'yang', 'dilakukan', 'KPU', '.']","['B-PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORGANIZATION', 'O']"
46,"['Ribuan', 'rumah', 'telah', 'hancur', 'dalam', 'konflik', 'itu', '.']","['B-QUANTITY', 'I-QUANTITY', 'O', 'O', 'O', 'O', 'O', 'O']"
47,"['Terkait', 'wacana', 'evaluasi', 'pencapresan', 'Ical', ',', 'JK', 'enggan', 'campur', 'tangan', '.']","['O', 'O', 'O', 'O', 'B-PERSON', 'O', 'B-PERSON', 'O', 'O', 'O', 'O']"
48,"['Mereka', 'adalah', 'Rahmad', 'Dwi', 'Ardhiansyah', ',', 'Riefky', 'Pradipta', 'Baihaqie', ',', 'Muhammad', 'Nuri', 'Nuha', 'Naufal', ',', 'Muhammad', 'Atabika', 'Farma', 'Nanda', 'dan', 'Aprilia', 'Maharani', '.']","['O', 'O', 'B-PERSON', 'I-PERSON', 'I-PERSON', 'O', 'B-PERSON', 'I-PERSON', 'I-PERSON', 'O', 'B-PERSON', 'I-PERSON', 'I-PERSON', 'I-PERSON', 'O', 'B-PERSON', 'I-PERSON', 'I-PERSON', 'I-PERSON', 'O', 'B-PERSON', 'I-PERSON', 'O']"
49,"['Karena', 'keterbatasan', 'ruang', ',', 'akhirnya', 'lahan', 'parkir', 'pun', '""', 'disulap', '""', 'menjadi', 'ruang', 'kerja', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
50,"['London', 'menjadi', 'kota', 'paling', 'mahal', 'dari', '12', 'kota', 'yang', 'diriset', ',', 'meski', 'ongkos', 'wisata', 'budaya', 'di', 'kota', 'itu', 'turun', '21', '%', 'sejak', '2009', '.']","['B-LOCATION', 'O', 'O', 'O', 'O', 'O', 'B-QUANTITY', 'I-QUANTITY', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-QUANTITY', 'I-QUANTITY', 'O', 'B-TIME', 'O']"
51,"['Pukul', '8', ',', 'Soekarno', 'masih', 'tidur', 'di', 'kediamannya', 'lantaran', 'gejala', 'malaria', '.']","['B-TIME', 'I-TIME', 'O', 'B-ORGANIZATION', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
52,"['Kebutuhan', 'akan', 'pemandu', 'wisata', 'berbahasa', 'Mandarin', 'saat', 'ini', 'sangat', 'tinggi', 'karena', 'sering', 'kali', 'para', 'turis', 'kesulitan', 'berkomunikasi', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
53,"['Ini', ',', 'kata', 'dia', ',', 'untuk', 'memastikan', 'bahwa', 'kebijakan', 'dan', 'program', 'pemerintah', 'berjalan', 'dengan', 'baik', 'dan', 'berfaidah', 'bagi', 'sebanyak', 'mungkin', 'rakyat', 'Indonesia', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
54,"['Kementerian', 'pertahanan', 'Rusia', 'menyangkal', 'laporan', 'pesawatnya', 'memasuki', 'wilayah', 'udara', 'Finlandia', ',', 'lapor', 'media', 'lokal', 'mengutip', 'kementerian', 'itu', ',', 'Minggu', '(', '24/8', ')', '.']","['O', 'O', 'B-LOCATION', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOCATION', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-TIME', 'I-TIME', 'I-TIME', 'I-TIME', 'O']"
55,"['""', 'Sebenarnya', 'tidak', 'perlu', 'ada', 'pembatasan', 'BBM', 'subsidi', ',', 'tidak', 'perlu', 'adanya', 'pemangkasan', 'dan', 'tidak', 'perlu', 'sampai', 'terjadi', 'antrean', 'panjang', 'di', 'SPBU', ',', 'jika', 'pemerintah', 'sejak', 'awal', 'memilih', 'menaikkan', 'harga', 'BBM', 'subsidi', ',', '""', 'kata', 'Wakil', 'Ketua', 'Komite', 'Badan', 'Pengatur', 'Hilir', 'Minyak', 'dan', 'Gas', 'Bumi', '(', 'BPH', 'Migas', ')', 'Fanshurullah', 'Asa', 'dihubungi', 'detikFinance', ',', 'Senin', '(', '25/8/2014', ')', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORGANIZATION', 'I-ORGANIZATION', 'I-ORGANIZATION', 'I-ORGANIZATION', 'I-ORGANIZATION', 'I-ORGANIZATION', 'I-ORGANIZATION', 'I-ORGANIZATION', 'I-ORGANIZATION', 'I-ORGANIZATION', 'I-ORGANIZATION', 'B-PERSON', 'I-PERSON', 'O', 'B-ORGANIZATION', 'O', 'B-TIME', 'I-TIME', 'I-TIME', 'I-TIME', 'O']"
56,"['""', 'Gugatan', 'itu', 'dilayangkan', 'semata', '-', 'mata', 'untuk', 'membuktikan', 'adanya', 'perbuatan', 'melawan', 'hukum', 'yang', 'dilakukan', 'KPU', ',', '""', 'kata', 'Firman', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORGANIZATION', 'O', 'O', 'O', 'B-PERSON', 'O']"
